activity_id,smiles,pAff
15214898,Brc1cccc(OCCCCCCn2ccnc2)c1,4.39
3246105,Cc1cncc(CC2=C(CCN(C)C)Cc3ccccc32)n1,5.22
891137,O=C(O)C(=O)O.Oc1ccc2c(c1)OC(CNCCCOc1ccc3c(c1)NCCC3)CC2,7.6
16300398,Cc1nc2c(c(-c3cscn3)n1)CCN(C(=O)c1cccc(C(F)(F)F)c1Cl)C2,6.81
18959571,COc1cccc(-c2nc(N)c3nc(-c4ccccc4)sc3n2)c1,7.45
24865878,O=C1Nc2ccccc2/C1=C1/Nc2ccccc2/C1=N\O,7.0
13902285,Cl.O=c1ccc2cc(OCCN3CCCC3)c(O)cc2o1,5.16
24874606,Cc1nc2cc(NC(=O)CCOCCOCCOCCOCCNC(=O)CNc3cccc4c3C(=O)N(C3CCC(=O)NC3=O)C4=O)ccc2n1Cc1ccc(C(=O)NO)cc1F,5.85
7854064,CCCn1cc(-c2cc(C(=O)NN)n(Cc3ccc(OC)c(OC)c3)n2)c2ccccc21,5.57
460582,O=C(O)CCC(=O)N(C(CCC(=O)O)C(=O)O)C(CC1OC(CO)C(O)C(O)C1O)C(=O)NCC(=O)O,4.6
25109951,CC1CC(=O)NN=C1c1ccc(N2CCOCC2)c(F)c1,7.57
13238143,N[C@@H](CSC(c1ccccc1)(c1ccccc1)c1ccccc1)C(=O)O,5.24
7787789,O=C(Nc1ccc(Br)cc1)c1cc(Br)cc(Br)c1O,5.7
19077197,CC(O)c1cc(C(=O)N[C@H](C)Cn2ccc(-c3ccc(C#N)c(Cl)c3)n2)n[nH]1,5.78
15682381,CC(C)(C)c1ccc(CCN2CCc3cc(S(=O)(=O)Nc4ccc(F)cc4)ccc3C2)cc1,5.82
25032287,Cc1ccc(-c2nc(NCc3ccc(C(=O)NO)cc3)cc3c2[nH]c2ccccc23)cc1,6.28
23218030,COc1cccc(S(=O)(=O)NC(=O)C(C)(C)Oc2cccc(N3CCC[C@H](C(=O)N(Cc4ccc(-c5cccs5)cc4)C4CC4)C3)c2)c1,5.54
19459788,COc1cc(OC)c(-c2cn3cc(NCCN)c(N4CCN(C(=O)OC(C)(C)C)CC4)nc3n2)cc1Cl,5.27
13846457,O=C(Nc1ccc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)c(F)c1)c1cccn(-c2ccccc2)c1=O,9.38
2106439,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4c(cc3CC2)OCC(=O)N4)n1C,5.6
5512739,CC(=O)c1ccc(NC(=O)c2ccc3nc(-c4ccco4)c(-c4ccco4)nc3c2)cc1,4.83
19306712,Cc1nc(C2CC2c2nc3ccccn3c2C)cc(-n2nc(C)nc2C)n1,8.68
17763040,CN(C)C(=O)C1CC=C(c2[nH]c3nccc4c3c2CN(C)c2ccc(F)cc2-4)CC1,6.92
255924,CC[C@@H](C)[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CCCN)NC(=O)[C@@H](Cc1ccccc1)NC(C)=O)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,6.94
9630718,N#Cc1ccc(-c2n[nH]c3c2Cc2ccc(OCCCCN4CCOCC4)cc2-3)cn1,5.9
3016581,COC(=O)c1[nH]c2ccc(Br)cc2c1Sc1cc(O)c(OC)c(OC)c1,7.48
25013131,Clc1cc(Cl)cc(CNc2ncncc2-c2ccc3c(c2)OCO3)c1,6.64
1307288,C1=C(c2ccccc2)CCN(CCc2c[nH]c3ccccc23)C1,7.0
2155744,C[C@]12CCc3c(ccc4ccc(O)cc34)[C@@H]1CC[C@@H]2O,9.12
2078062,CC(C)C[C@H](N[C@@H](c1ccc(-c2ccc(S(C)(=O)=O)cc2)cc1)C(F)(F)F)C(=O)NC(C#N)(C1CC1)C1CC1,6.34
17767725,N#CCC1(n2cc(C(N)=O)c(Nc3ccccc3)n2)CCN(C(=O)C(c2ccccc2)c2ccccc2)CC1,6.15
16301658,CC(C)(C)OC(=O)c1ccc(-c2ccc3nc(C(C(=O)N[C@@H]4CCNC4=O)S(=O)(=O)Cc4ccccc4)sc3c2)cc1,7.84
809172,Cc1cc2c(C(C)C)c(O)c(O)c(C=O)c2c(O)c1-c1c(C)cc2c(C(C)C)c(O)c(O)c(C=O)c2c1O,5.08
633755,O=C(CC1CCN(CCc2ccc(F)cc2)CC1)c1ccc(F)cc1,8.0
1998259,COc1ccc(NCc2ccc(C(=O)Nc3cc(-c4ccoc4)ccc3N)cc2)cc1OC,7.3
22942815,FC(F)(F)c1cnc(NC2C3CCC2NC3)nc1-c1c[nH]c2ccccc12,6.7
1436381,N=C(N)c1ccc2cc(/C=C/c3ccccc3)cc(Br)c2c1,5.87
19218294,OC(c1ccc(-c2ccc(CN3CCN(Cc4ccncc4)CC3)cc2)c(F)c1)(C(F)(F)F)C(F)(F)F,5.0
18201956,Cc1cc(CNC(=O)c2cc([C@@H]3CCNC[C@H]3COc3ccc4c(c3)OCO4)ccc2F)n[nH]1,5.4
23173030,CO[C@@H]1O[C@@H](C2=CC(=O)O[C@H]2OC)CC=C1CC/C=C(\C)CC/C=C(\C)CCC=C(C)C,5.37
656499,CN(C)C(=O)c1cccc(Oc2nc(Oc3cc(C(=N)N)ccc3O)c(F)c(OC3CCN(CC(=O)O)CC3)c2F)c1,6.72
1901657,O=C(CN1N=C(C2CCCCC2)c2ccccc2N(CC(=O)C2CCCC2)C1=O)Nc1cccc(-c2noc(=O)[nH]2)c1,9.97
12688205,CCn1c(CNc2ccc(C)cc2C)nnc1SCC(=O)Nc1ccc(C)cc1,5.29
23166006,COc1cc2c(c(O)c1Cl)C(=O)c1c(cc3cc(O)cc(-c4c(C)c(Cl)c(O)c(Cl)c4O)c3c1O)C2(C)C,5.21
2060781,CC[C@@]12CCC(=O)Nc3ccccc3-c3ccn(c31)C(=O)CC2,5.39
6360563,O=C(CCCCCNC(=O)COc1ccc(/C=C/c2ccc3n2[B-](F)(F)[N+]2=C(c4cccs4)C=CC2=C3)cc1)NCCNCC(O)COc1cccc2ccccc12,8.56
2435286,CC/C=C/[C@H](CC)C/C(=C/[C@@]1(CC)C[C@H](CC)[C@H](CC(=O)O)OO1)CC,7.0
6218557,CC(C)NC(=O)c1cccc(Oc2nccc(-c3c(-c4ccc(F)cc4)ncn3C3CCNCC3)n2)c1,6.72
7714638,Cc1ccccc1C(OCCN(C)C)c1ccccc1,5.91
22479896,Cc1ccc(S(=O)(=O)N2CC3=C(NC(N)=NC3c3ccc(F)cc3)/C(=C/c3ccc(F)cc3)C2)cc1.Cl,5.37
10961899,O=C(O)c1sc2cc(Cl)ccc2c1O,6.01
18872443,C=CCCn1cc(-c2cc(N)cc(C(=O)N3CCOCC3)c2)c2cc[nH]c2c1=O,6.32
1050495,CN(C)c1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,6.57
13239905,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,6.31
18919039,COc1cc(OC)cc(Oc2ccc(C(c3ccccc3)N(C)c3ncc4c(N)nc(N)nc4n3)cc2)c1,4.88
6320786,Nc1ccc(S(=O)(=O)Nc2nnc(S(N)(=O)=O)s2)cc1,7.36
25625537,O=C(O)CCc1nc2c(Cl)cccc2c(=O)n1CC(=O)NCC1CCCO1,5.8
1908747,Cc1cccc2c3c(ccc12)C(=O)C(C(C)C)=CC3=O,4.82
19033436,C=CCc1cc(NC(=O)C=C)c(O)c(-c2cc(CC=C)c(O)c(NC(=O)C=C)c2)c1,4.72
12462149,CN(CCOc1ccc(CC2SC(=O)NC2=O)cc1)c1ccccn1,9.64
14006967,CC(C)(C)c1ccc(-c2nnc(SCC(=O)Nc3ccc(S(=O)(=O)Nc4nccs4)cc3)n2-c2ccc(Cl)cc2)cc1,4.97
24958037,C[C@@H](NC(=O)Nc1cc2[nH]ncc2c(CO)n1)c1ccccc1,7.09
19356271,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3C)c2cc1[C@H]1CC[C@H](C(=O)N(C)C[C@@H](C)O)CC1,8.7
10985386,Cl.O=C(Nc1ccccc1)c1sc2cc(C3=NCCN3)ccc2c1Cl,5.89
15119419,C/C=C1\[C@H]2C=C(C)C[C@]1(N[C@H]1OC(=O)C3=C4CC(C)(C)C[C@H]4[C@@H](C)[C@@H](O)C[C@]31OC)c1ccc(=O)[nH]c1C2,6.0
2465132,COc1ccc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc1,4.32
18392591,O=C(N/N=C/c1ccc(-n2ccnc2)cc1)c1ccc(CN2CCCC(O)C2)cc1,4.68
17619977,Cn1cc(-c2cc(F)c(O)c(C=O)c2)cn1,6.63
25690977,Cc1c(C#CCNC(=O)OC(C)(C)C)cccc1N1CCC(=O)NC1=O,6.68
23309577,COCCNc1nc2cnc3cc(-c4c(C)noc4C)c(OC)cc3c2n1[C@H](C)c1ccccn1,6.8
467990,CCc1nc(Br)cnc1NS(=O)(=O)c1cccc2c(N(C)C)cccc12,5.6
15633332,CCN1C(=S)N2CCCC2c2c1nc(-c1cccc(O)c1)c(C#N)c2N1CCOCC1,5.45
2569806,COc1ccc(-c2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)cc1,7.29
15607912,O=C1CCN(c2ccccc2C(=O)NCCc2ccc(Cl)cc2)C(=O)N1,5.62
18528982,O=C(Nc1ccc(F)cn1)c1cc(C(F)c2cncnc2)cc2cccnc12,6.66
17956608,O=C(C(=S)N1CCOCC1)c1ccccc1,4.14
24691983,CN(c1ncnc2[nH]ccc12)N1CC[C@@H](C(=O)NCC(F)(F)F)C1,9.8
22933302,C=C(C)[C@@H]1CC[C@]2(C(=O)N3CCN(C(=O)/C=C/c4ccc5c(c4)OCCO5)CC3)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12,7.3
23245492,Oc1c(CN2CCCC2)cc(Cn2ncc(-c3ccccc3Br)n2)c2cccnc12,6.3
17704191,COCCOCCNc1ccc(S(=O)(=O)NC(=O)c2ccc(N3CCN(CC4=C(c5ccc(Cl)cc5)CC(C)(C)CC4)CC3)cc2Oc2ccc3[nH]ccc3c2)cc1[N+](=O)[O-],6.35
894807,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2SCC[C@@H]2CN1C[C@@H](O)[C@H](CSc1ccccc1)NC(=O)[C@@H](CS(=O)(=O)c1ccc(F)cc1)NC(=O)C(F)(F)F,6.75
2493244,CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1,8.96
24692467,O=[N+]([O-])c1cc2[nH]ncc2c2c1ncc1ccccc12,7.7
8014111,FC(F)(F)CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2ccc(OCCN3CCCC3)c(c2)C1,6.96
18174380,COc1cc(CC(C(C)=O)C(=O)NCCCCNc2c3c(nc4ccccc24)CCCC3)ccc1O,5.47
18773155,Cc1ccc(NC(=O)c2ccc(OCCCCn3ccnc3)cc2)cc1Nc1nccc(-c2cccnc2)n1,4.0
132030,Cn1cnnc1C(O)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,6.82
10882258,COc1ccc2c(Oc3ccc(NC(=O)c4c(C5CCOC5)n(C)n(-c5ccccc5)c4=O)cc3F)ccnc2c1,7.47
2258518,N#Cc1ccc(-c2ccc(Oc3cncc4sc(-c5nn[nH]n5)cc34)cc2)cc1,6.51
1807616,C[C@H](Nc1cc(-c2ccoc2)nc(-n2cnc3ccc(C#N)cc32)n1)c1ccccc1,7.54
18192350,Clc1cccc(N2CCN(CCCCNc3nccc4ccccc34)CC2)c1Cl,8.28
9614832,NC(=O)c1cc(-c2ccnc(N)n2)[nH]c1-c1ccc(Cl)cc1Cl,7.1
16787619,O=S(=O)(c1ccc(-c2cnc(C3CC3)o2)cc1)N1CCCOc2cc(F)ccc21,7.52
14567217,Cc1cc(Nc2cc(N3CCN(C)CC3)nc(Nc3ccc([N+](=O)[O-])cc3)n2)n[nH]1,6.48
19269695,O=C(O)CCCCCCCNn1nnc2ccccc21,4.34
18678547,Nc1ncnc2[nH]nc(Nc3ccc(F)cc3)c12,6.07
19220603,COc1ccc2c(=O)n(-c3ccccc3Cl)c(SCc3ccc(C(=O)Nc4ccccc4N)cc3)nc2c1,6.42
14659295,CCOP(=O)(CC)Cc1cc(Nc2cc(-c3ccccc3OC)ncn2)ccc1C,6.44
13364006,Cc1cccc(Nc2ccc(C#N)cc2S(=O)(=O)NC(=O)NC(C)C)c1,5.02
3194824,Cc1nnc(C)n1[C@@H]1C[C@@H]2CN(CC[C@H](NC(=O)C3CC(F)(F)C3)c3cccc(F)c3)C[C@@H]2C1,8.22
18564892,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)OC(C)(C)C)c1nnc(C)n1-2,7.83
5797156,COc1ccc(CCCC(=O)NC2CCCCC2C)c(C)c1,5.52
25467170,COc1cc([C@@H]2c3cc4c(cc3[C@H](OC(=O)Cc3ccc(NC(=O)COc5ccc(Cl)cc5C)cc3)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,5.32
25624947,O=C1NC(NC23CC4CC(CC(C4)C2)C3)=N/C1=C\c1ccc2[nH]ncc2c1,5.11
12723302,CCCCn1c(C)c(C)cc(NC(=O)c2ccccc2)c1=O,5.86
347664,N=C(N)c1ccc(-c2ccc(-c3nc4cc(C(=N)N)ccc4[nH]3)o2)cc1,4.37
25683695,OCCN1CCN(c2ccc3cc2COC/C=C/COCc2cccc(c2)-c2ccnc(n2)N3)CC1,7.08
15546588,CCc1oc2ccccc2c1C(=O)c1cc(Br)c(O)c(Br)c1,5.98
18915741,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,5.75
580870,CC(COCP(=O)(O)O)n1cnc2c(O)nc(N)nc21,4.96
568692,COC(=O)[C@@H]1C2CC[C@H](C[C@@H]1c1ccccc1)N2C.Cl,7.68
24708499,CN1CCC(Nc2ccc(C(=O)Nc3cc(-c4ccc5c(c4)CCO5)n[nH]3)cc2)CC1,6.21
12102017,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1.Cl,5.36
18858365,C[C@]1(c2ccc(Cl)cc2Cl)OC[C@@H](COc2ccc(N3CCN(C(=O)/C=C/c4cccc(O)c4)CC3)cc2)O1,6.66
16260683,Cc1ccc(-c2nccs2)c(C(=O)N2CC(COc3ccc(F)c(C)c3)CCCC2C)c1,8.38
1760199,Cc1cccc(/C=C/[C@H]2[C@@H]3CCCC[C@H]3C[C@H]3C(=O)O[C@H](C)[C@@H]23)n1,6.52
3347553,FC(F)(F)c1nc2cc(Oc3cccc(Cl)c3Cl)ccc2[nH]1,6.27
22944426,CCN(CC)CCNC(=O)c1c(C)[nH]c(/C=C2\C(=O)Nc3ccc(-c4ccc5ccccc5n4)cc32)c1C,5.56
17720320,Cn1c(=O)c2c(CC(=O)Nc3nc(-c4ccc(OC(F)(F)F)c(F)c4)cs3)c(Cl)oc2n(C)c1=O,8.12
536173,COc1ccc2ncnc(NCc3ccc4c(c3)OCO4)c2c1,6.64
17706093,CC(=O)N[C@H]1CC[C@H](CCN2CCC(c3noc4cc(F)ccc34)CC2)CC1,8.3
2239502,COc1cc2nc(N3CCC(N4CCCC4)CC3)nc(Nc3cccc(Br)c3)c2cc1OC,6.29
1090493,CCCCCCCCCCCC[N+](C)(C)CCO.[Br-],6.32
16662406,O=C(CN1CCOCC1)Nc1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,5.28
20154218,Cc1cc2c(F)c(Oc3ncnn4cc(OC[C@@H](C)OC(=O)[C@H](C)N)c(C)c34)ccc2[nH]1,5.19
10892250,C[C@H]1CCCC[C@H]1Oc1nc(N)c2c(=O)ccn(CC3CC=CC3)c2n1,7.7
6369160,CCC(c1nc2ccsc2c(=O)n1Cc1ccccc1)N(CCCNC(C)=O)C(=O)c1ccc(C)cc1,5.54
18665318,CC(=O)N[C@@H](CSC(=S)NCCCCP(=O)(OC(C)C)OC(C)C)C(=O)O,5.05
1459728,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C,7.0
18382649,COCC[N+]1=C(/C=C/C=C/c2ccccc2)N(Cc2ccccc2)C2C(=O)c3ccccc3C(=O)C21.[Br-],6.26
19213793,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1.Cl,6.4
22786949,C=CC(=O)Nc1cccc(Oc2nc(Nc3cccc(OC)c3)nc3ccsc23)c1,7.12
25553378,NC(N)=NCCCOc1ccc(C(=O)Nc2ccccc2Oc2ccccc2)cc1,4.4
980079,COc1cccc(CNc2ccc(CNC(=O)CO[C@@H]3C[C@H](C)CC[C@H]3C(C)C)cc2)c1Oc1ccc([N+](=O)[O-])cc1C(=O)O,7.0
24783233,Cc1nc(C)n(CC(=O)N2CCN(c3sc(C(F)(F)F)nc3-c3nc4ccc(-c5noc(C)n5)cc4[nH]3)C[C@H]2C)n1,4.72
22783879,Br.N=C(N)SCc1ccc(CN2C(=O)C(=O)c3cc(Br)cc(Br)c32)cc1,5.68
16867715,COc1cc(OC)cc(N(CC2CN(Cc3ccccc3)CCO2)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1,7.13
17735456,COC(=O)NCCn1cc(-c2cc(NC(=O)c3cccc(C(F)(F)F)c3)ccc2C)cc(N2CCOCC2)c1=O,8.65
8001615,O=C(Cn1sc2ccccc2c1=O)NCc1cn(CC(=O)Nc2ccc(Oc3ccccc3)cc2)nn1,5.31
16771128,CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC(C4CC4)C4CC4)nc(Cl)nc31)[C@H](O)[C@@H]2O,7.47
864883,CN(c1ccc2cc3ccc4c(c3nc2c1)COCN4)S(C)(=O)=O,6.22
2560991,COc1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,7.14
13292954,CCN(CC)c1ccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,5.0
3101680,Nc1nc(N)c2nc(C3c4ccccc4-c4ccccc43)[nH]c2n1,4.53
20610971,COc1cc2[nH]c3cc(Oc4ccccc4OC(F)(F)F)ccc3c(=O)c2cc1Cl,10.38
12694308,O=C(NCC1(N2CCN(c3ccccc3)CC2)CCOCC1)c1cccnc1Sc1ccccc1,6.7
701380,CCc1cc(Cl)cc2nc(O)c(-c3ccccc3)c(O)c12,8.16
17772460,CCOC(=O)CNC1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,8.8
18441626,C[C@@H]1CN(CC(=O)N2CC(C)(C)c3ncc([C@@H](O)c4ccc(F)cc4)cc32)[C@@H](CN2[C@H](C)COC[C@H]2C)CN1,8.13
18119172,CC[C@H](NC(=O)C(=O)[C@@]12CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)C1=C(C(C)C)C(=O)C2)c1ccc(Cl)cc1,7.27
22814237,COc1ccc(N(C)c2ncnc3ccccc23)cc1,8.15
2509070,CCCOC(Cc1ccc(OCCc2nc(-c3ccccc3)oc2C)c2ccsc12)C(=O)O,6.76
25611242,Nc1nc(Nc2ccccc2)nc(-c2cc(Cl)ccc2O)n1,4.46
2399490,CC(=O)Nc1cc(-c2cccnc2)nc(-n2nc(C)cc2C)n1,5.68
18076016,CCCN1CCN(c2ccc(S(=O)(=O)Oc3ccc(OC)c(OC)c3)cc2)C1=O,4.55
24985727,CN(C)CC1CN(C(=O)Cc2cccc(OC(F)(F)F)c2)CCC1(O)c1cccc(O)c1,7.03
9600785,O=c1[nH]cnc2c1sc1c(Cl)ccc(Cl)c12,6.8
10899750,Cc1ccc(NC(=O)c2cccc(S(=O)(=O)n3ccc4c(C)cccc43)c2)c(C(=O)O)c1,8.22
1068731,Cc1c(S(=O)(=O)c2ccccc2)no[n+]1[O-],4.36
2267304,CCCCCCCCCCSCC(=O)C(F)(F)F,6.82
6348854,COc1ccc(CNC(=O)Nc2cc(-c3cccnc3F)ccn2)cc1,7.01
652535,O=C1c2cc3c(cc2N=C[C@@H]2CCCN12)OCO3,6.58
12625821,O=[N+]([O-])c1c(Nc2ccc(Cl)c(Cl)c2)ccc2nonc12,6.92
16360037,CCCCC(CC)CNc1ccc2c(c1)CCn1c-2cc(OC[C@@H]2COCCO2)nc1=O,7.0
854861,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccccn3)cc12,8.7
17676129,CCC(=O)N1CCC(c2ccc(C[C@@H](C#N)NC(=O)[C@H]3N[C@@H]4CC[C@H]3C4)cc2)CC1,6.4
17718910,C[C@@]1(c2cc(N)ccc2Cl)CS(=O)(=O)[C@@]2(CCOC2)C(=N)N1,5.42
17776899,C[C@@H](O)C(NCCc1ccc(-n2c(N)c(C(=O)c3ccc(F)cc3F)ccc2=O)cc1)C(=O)OC1CCCC1,7.17
3509131,Cc1cnc(NC2CCN(c3cccc(C(N)=O)c3)CC2)nc1Oc1c(C)cc(C#N)cc1C,8.35
12057984,COc1cccc2c1[nH]c(=O)n2O,7.0
17616676,Cc1ncc(C#Cc2c(C)ncnc2N2CCOC[C@@H]2C)cc1NS(=O)(=O)c1ccccc1,9.7
10906432,Cc1ccc(CN2C(=O)S/C(=C\c3c4ccccc4nc4ccccc34)C2=O)cc1,4.21
3361393,O=P(O)(O)c1ccccc1S,5.16
1098499,CCCCCCCCCCCCCCCC[n+]1ccccc1.[Br-],6.16
